代码,名称,交易状态,方向,订单价格,订单数量,已成交@均价,操作,下单时间,订单类型,期限,盘前竞价,时段,触发价,卖空,市场,币种,订单来源,成交数量,成交价格,成交金额,成交时间,市场,币种,对手经纪,备注
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@552.57","","2024/08/01 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","552.57","11051.4","2024/08/01 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@535.75","","2024/08/02 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","535.75","10715.0","2024/08/02 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@511.64","","2024/08/05 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","511.64","10232.8","2024/08/05 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@519.22","","2024/08/06 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","519.22","10384.4","2024/08/06 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@528.47","","2024/08/07 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","528.47","10569.4","2024/08/07 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@523.91","","2024/08/08 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","523.91","10478.2","2024/08/08 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@529.81","","2024/08/09 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","529.81","10596.2","2024/08/09 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@534.21","","2024/08/12 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","534.21","10684.2","2024/08/12 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@536.53","","2024/08/13 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","536.53","10730.6","2024/08/13 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@542.85","","2024/08/14 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","542.85","10857.0","2024/08/14 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@549.5","","2024/08/15 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","549.5","10990.0","2024/08/15 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@551.42","","2024/08/16 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","551.42","11028.4","2024/08/16 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@554.73","","2024/08/19 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","554.73","11094.6","2024/08/19 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@559.15","","2024/08/20 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","559.15","11183.0","2024/08/20 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@559.77","","2024/08/21 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","559.77","11195.4","2024/08/21 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@562.56","","2024/08/22 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","562.56","11251.2","2024/08/22 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@559.53","","2024/08/23 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","559.53","11190.6","2024/08/23 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@563.18","","2024/08/26 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","563.18","11263.6","2024/08/26 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@559.49","","2024/08/27 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","559.49","11189.8","2024/08/27 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@561.21","","2024/08/28 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","561.21","11224.2","2024/08/28 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@560.31","","2024/08/29 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","560.31","11206.2","2024/08/29 09:30:00","美国市场","美元","","","0.0",
"SPY","标普500ETF-SPDR","全部成交","买入","市价","20","20@560.77","","2024/08/30 09:30:00","市价单","当日有效","不允许","盘中","","","美国市场","美元","","20","560.77","11215.4","2024/08/30 09:30:00","美国市场","美元","","","0.0",
